2026-02-16T21:20:17Z | INFO    | ppf_house_crawler | Logging initialized
2026-02-16T21:20:28Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033754.pdf
2026-02-16T21:20:28Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033813.pdf
2026-02-16T21:20:28Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033889.pdf
2026-02-16T21:20:28Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033840.pdf
2026-02-16T21:20:28Z | INFO    | ppf_house_crawler | Prefix summary prefix=C new_rows=0 downloaded=0 failed_downloads=0
2026-02-16T21:20:28Z | INFO    | ppf_house_crawler | Prefix [4/26] prefix=D year=2026
2026-02-16T21:20:29Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:20:29Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:20:29Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:20:29Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:20:29Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=D
2026-02-16T21:20:30Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=D
2026-02-16T21:20:30Z | DEBUG   | ppf_house_crawler | Found 9 PDF anchors on page
2026-02-16T21:20:30Z | INFO    | ppf_house_crawler | Results extracted: prefix=D pdf_links=9
2026-02-16T21:20:30Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033737.pdf
2026-02-16T21:20:30Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033921.pdf
2026-02-16T21:20:30Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033766.pdf
2026-02-16T21:20:30Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033835.pdf
2026-02-16T21:20:30Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033744.pdf
2026-02-16T21:20:30Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033713.pdf
2026-02-16T21:20:30Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033747.pdf
2026-02-16T21:20:30Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033780.pdf
2026-02-16T21:20:30Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033981.pdf
2026-02-16T21:20:30Z | INFO    | ppf_house_crawler | Prefix summary prefix=D new_rows=0 downloaded=0 failed_downloads=0
2026-02-16T21:20:30Z | INFO    | ppf_house_crawler | Prefix [5/26] prefix=E year=2026
2026-02-16T21:20:32Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:20:32Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:20:32Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:20:32Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:20:32Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=E
2026-02-16T21:20:33Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=E
2026-02-16T21:20:33Z | DEBUG   | ppf_house_crawler | Found 0 PDF anchors on page
2026-02-16T21:20:33Z | INFO    | ppf_house_crawler | Results extracted: prefix=E pdf_links=0
2026-02-16T21:20:33Z | INFO    | ppf_house_crawler | Prefix summary prefix=E new_rows=0 downloaded=0 failed_downloads=0
2026-02-16T21:20:33Z | INFO    | ppf_house_crawler | Prefix [6/26] prefix=F year=2026
2026-02-16T21:20:34Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:20:35Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:20:35Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:20:35Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:20:35Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=F
2026-02-16T21:20:35Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=F
2026-02-16T21:20:36Z | DEBUG   | ppf_house_crawler | Found 5 PDF anchors on page
2026-02-16T21:20:36Z | INFO    | ppf_house_crawler | Results extracted: prefix=F pdf_links=5
2026-02-16T21:20:36Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033732.pdf
2026-02-16T21:20:36Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033858.pdf
2026-02-16T21:20:36Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/8221321.pdf
2026-02-16T21:20:36Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033734.pdf
2026-02-16T21:20:36Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033947.pdf
2026-02-16T21:20:36Z | INFO    | ppf_house_crawler | Prefix summary prefix=F new_rows=0 downloaded=0 failed_downloads=0
2026-02-16T21:20:36Z | INFO    | ppf_house_crawler | Prefix [7/26] prefix=G year=2026
2026-02-16T21:20:37Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:20:38Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:20:38Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:20:38Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:20:38Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=G
2026-02-16T21:20:39Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=G
2026-02-16T21:20:39Z | DEBUG   | ppf_house_crawler | Found 2 PDF anchors on page
2026-02-16T21:20:39Z | INFO    | ppf_house_crawler | Results extracted: prefix=G pdf_links=2
2026-02-16T21:20:39Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033756.pdf
2026-02-16T21:20:39Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2026/30025659.pdf
2026-02-16T21:20:39Z | INFO    | ppf_house_crawler | Prefix summary prefix=G new_rows=0 downloaded=0 failed_downloads=0
2026-02-16T21:20:39Z | INFO    | ppf_house_crawler | Prefix [8/26] prefix=H year=2026
2026-02-16T21:20:40Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:20:41Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:20:41Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:20:41Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:20:41Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=H
2026-02-16T21:20:42Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=H
2026-02-16T21:20:42Z | DEBUG   | ppf_house_crawler | Found 2 PDF anchors on page
2026-02-16T21:20:42Z | INFO    | ppf_house_crawler | Results extracted: prefix=H pdf_links=2
2026-02-16T21:20:42Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033829.pdf
2026-02-16T21:20:42Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033661.pdf
2026-02-16T21:20:42Z | INFO    | ppf_house_crawler | Prefix summary prefix=H new_rows=0 downloaded=0 failed_downloads=0
2026-02-16T21:20:42Z | INFO    | ppf_house_crawler | Prefix [9/26] prefix=I year=2026
2026-02-16T21:20:43Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:20:44Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:20:44Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:20:44Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:20:44Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=I
2026-02-16T21:20:45Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=I
2026-02-16T21:20:45Z | DEBUG   | ppf_house_crawler | Found 0 PDF anchors on page
2026-02-16T21:20:45Z | INFO    | ppf_house_crawler | Results extracted: prefix=I pdf_links=0
2026-02-16T21:20:45Z | INFO    | ppf_house_crawler | Prefix summary prefix=I new_rows=0 downloaded=0 failed_downloads=0
2026-02-16T21:20:45Z | INFO    | ppf_house_crawler | Prefix [10/26] prefix=J year=2026
2026-02-16T21:20:46Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:20:46Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:20:46Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:20:46Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:20:46Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=J
2026-02-16T21:20:47Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=J
2026-02-16T21:20:47Z | DEBUG   | ppf_house_crawler | Found 3 PDF anchors on page
2026-02-16T21:20:48Z | INFO    | ppf_house_crawler | Results extracted: prefix=J pdf_links=3
2026-02-16T21:20:48Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033739.pdf
2026-02-16T21:20:48Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033789.pdf
2026-02-16T21:20:48Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033803.pdf
2026-02-16T21:20:48Z | INFO    | ppf_house_crawler | Prefix summary prefix=J new_rows=0 downloaded=0 failed_downloads=0
2026-02-16T21:20:48Z | INFO    | ppf_house_crawler | Prefix [11/26] prefix=K year=2026
2026-02-16T21:20:49Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:20:49Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:20:49Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:20:49Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:20:49Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=K
2026-02-16T21:20:50Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=K
2026-02-16T21:20:50Z | DEBUG   | ppf_house_crawler | Found 5 PDF anchors on page
2026-02-16T21:20:51Z | INFO    | ppf_house_crawler | Results extracted: prefix=K pdf_links=5
2026-02-16T21:20:51Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033821.pdf
2026-02-16T21:20:51Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033946.pdf
2026-02-16T21:20:51Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033763.pdf
2026-02-16T21:20:51Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033991.pdf
2026-02-16T21:20:51Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/8221322.pdf
2026-02-16T21:20:51Z | INFO    | ppf_house_crawler | Prefix summary prefix=K new_rows=0 downloaded=0 failed_downloads=0
2026-02-16T21:20:51Z | INFO    | ppf_house_crawler | Prefix [12/26] prefix=L year=2026
2026-02-16T21:20:52Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:20:53Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:20:53Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:20:53Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:20:53Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=L
2026-02-16T21:20:54Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=L
2026-02-16T21:20:54Z | DEBUG   | ppf_house_crawler | Found 4 PDF anchors on page
2026-02-16T21:20:54Z | INFO    | ppf_house_crawler | Results extracted: prefix=L pdf_links=4
2026-02-16T21:20:54Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033814.pdf
2026-02-16T21:20:54Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033857.pdf
2026-02-16T21:20:54Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20030977.pdf
2026-02-16T21:20:54Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033738.pdf
2026-02-16T21:20:54Z | INFO    | ppf_house_crawler | Prefix summary prefix=L new_rows=0 downloaded=0 failed_downloads=0
2026-02-16T21:20:54Z | INFO    | ppf_house_crawler | Prefix [13/26] prefix=M year=2026
2026-02-16T21:20:56Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:20:56Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:20:56Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:20:56Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:20:56Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=M
2026-02-16T21:20:57Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=M
2026-02-16T21:20:57Z | DEBUG   | ppf_house_crawler | Found 12 PDF anchors on page
2026-02-16T21:20:57Z | INFO    | ppf_house_crawler | Results extracted: prefix=M pdf_links=12
2026-02-16T21:20:57Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033695.pdf
2026-02-16T21:20:57Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/8221326.pdf
2026-02-16T21:20:57Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033736.pdf
2026-02-16T21:20:57Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033964.pdf
2026-02-16T21:20:57Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033956.pdf
2026-02-16T21:20:57Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033881.pdf
2026-02-16T21:20:57Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033746.pdf
2026-02-16T21:20:57Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033856.pdf
2026-02-16T21:20:57Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033830.pdf
2026-02-16T21:20:57Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033928.pdf
2026-02-16T21:20:57Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033989.pdf
2026-02-16T21:20:57Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033760.pdf
2026-02-16T21:20:57Z | INFO    | ppf_house_crawler | Prefix summary prefix=M new_rows=0 downloaded=0 failed_downloads=0
2026-02-16T21:20:57Z | INFO    | ppf_house_crawler | Prefix [14/26] prefix=N year=2026
2026-02-16T21:20:58Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:20:59Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:20:59Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:20:59Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:20:59Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=N
2026-02-16T21:21:00Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=N
2026-02-16T21:21:00Z | DEBUG   | ppf_house_crawler | Found 1 PDF anchors on page
2026-02-16T21:21:00Z | INFO    | ppf_house_crawler | Results extracted: prefix=N pdf_links=1
2026-02-16T21:21:00Z | DEBUG   | ppf_house_crawler | Skip existing url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033654.pdf
2026-02-16T21:21:00Z | INFO    | ppf_house_crawler | Prefix summary prefix=N new_rows=0 downloaded=0 failed_downloads=0
2026-02-16T21:21:00Z | INFO    | ppf_house_crawler | Prefix [15/26] prefix=O year=2026
2026-02-16T21:21:01Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:21:02Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:21:02Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:21:02Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:21:02Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=O
2026-02-16T21:21:03Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=O
2026-02-16T21:21:03Z | DEBUG   | ppf_house_crawler | Found 0 PDF anchors on page
2026-02-16T21:21:03Z | INFO    | ppf_house_crawler | Results extracted: prefix=O pdf_links=0
2026-02-16T21:21:03Z | INFO    | ppf_house_crawler | Prefix summary prefix=O new_rows=0 downloaded=0 failed_downloads=0
2026-02-16T21:21:03Z | INFO    | ppf_house_crawler | Prefix [16/26] prefix=P year=2026
2026-02-16T21:21:05Z | DEBUG   | ppf_house_crawler | Loading search page: https://disclosures-clerk.house.gov/FinancialDisclosure/ViewSearch
2026-02-16T21:21:05Z | DEBUG   | ppf_house_crawler | Found last-name input via selector: input[name='LastName']
2026-02-16T21:21:05Z | DEBUG   | ppf_house_crawler | Found filing-year select via selector: select[name='FilingYear']
2026-02-16T21:21:05Z | DEBUG   | ppf_house_crawler | Found search button via selector: button:has-text('Search')
2026-02-16T21:21:05Z | DEBUG   | ppf_house_crawler | Submitting search: year=2026 prefix=P
2026-02-16T21:21:06Z | DEBUG   | ppf_house_crawler | Search completed: year=2026 prefix=P
2026-02-16T21:21:06Z | DEBUG   | ppf_house_crawler | Found 4 PDF anchors on page
2026-02-16T21:21:06Z | INFO    | ppf_house_crawler | Results extracted: prefix=P pdf_links=4
2026-02-16T21:21:06Z | DEBUG   | ppf_house_crawler | Downloading PDF attempt=1/3 url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033725.pdf -> /home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033725_Pelosi_Hon.._Nancy_CA11_2026_Original.pdf
2026-02-16T21:21:06Z | INFO    | ppf_house_crawler | Downloaded PDF ok bytes=83364 sha256=8ddf562e6179 path=/home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033725_Pelosi_Hon.._Nancy_CA11_2026_Original.pdf
2026-02-16T21:21:06Z | DEBUG   | ppf_house_crawler | Downloading PDF attempt=1/3 url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033815.pdf -> /home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033815_Peters_Hon.._Scott_H._CA50_2026_Original.pdf
2026-02-16T21:21:07Z | INFO    | ppf_house_crawler | Downloaded PDF ok bytes=67766 sha256=efea06dedad5 path=/home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033815_Peters_Hon.._Scott_H._CA50_2026_Original.pdf
2026-02-16T21:21:07Z | DEBUG   | ppf_house_crawler | Downloading PDF attempt=1/3 url=https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2026/20033804.pdf -> /home/vboxuser/work/ppf/ppf/temp/ppf/data/raw/house/pdfs/2026/20033804_Pfluger_Hon.._August_Lee_II._TX11_2026_Original.pdf
